T_s,below_radiative_floor,boundary_layer_depth,geostrophic_wind,ground_heat_flux,kh_surface,km_surface,max_shear,monin_obukhov_length,near_fold,net_radiation,radiative_equilibrium_temperature,ri_max,ri_min,sensible_heat_flux,storage,surface_delta,surface_e_xi,surface_wind_speed,t,theta_surface,u_star
264.0,false,1.0,8.0,23.999999999999996,0.008737936512779234,0.008737936512779234,0.045895865709521366,-0.04427745518110828,false,-30.422087987199973,256.3868557711529,2.3661466287965442,0.17574217670049824,5.295189526744168,-59.71727751394414,-0.0007497225039046049,0.0002767218614839681,0.0464727612222946,0.0,265.01,0.014249140976458175
263.9108111110183,false,1.0,8.0,22.92973333221948,0.010607286789170705,0.010607286789170705,0.1108609156320519,-0.7016460238053388,false,-30.050085796261556,256.3868557711529,9.520312165265107,0.1262201232407917,7.106734105531292,-60.08655323401233,-0.00042853201999962703,0.0004807269879217174,0.293868046192457,30.0,265.02745451644074,0.03947874519369034
263.77305618084307,false,1.0,8.0,21.27667417011685,0.11711627124653362,0.11711627124653362,0.1441972749038637,-6.42611621624217,false,-29.47625785119061,256.3868557711529,11.686761947689147,0.25054492180583865,75.58660006707326,-126.33953208838072,0.0007044696276551984,0.08473140530522492,0.5634770981795395,60.0,264.84871941224213,0.18164847463109154
263.56483589089345,false,1.0,8.0,18.778030690721376,0.16297804971888433,0.16297804971888433,0.17136580896985845,-10.254584785993261,false,-28.61060629439868,256.3868557711529,13.811975782269183,0.25637461821783736,101.2923443605181,-148.68098134563814,0.0013743670150823213,0.16497557938951618,0.6720969645920906,90.0,264.6006844252537,0.2340267639728424
263.33043409879565,false,1.0,8.0,15.96520918554779,0.18309890451737895,0.18309890451737895,0.18478470738473607,-11.761135523816797,false,-27.638559938437254,256.3868557711529,15.885471829285095,0.2525537303286108,119.60657552260103,-163.21034464658607,0.0017376179526243573,0.20853403881982907,0.7322876495451806,120.0,264.41915875863515,0.25892186700173553
263.0766924702681,false,1.0,8.0,12.920309643217022,0.1924844104548657,0.1924844104548657,0.19229817157575013,-12.013264416169546,false,-26.589234581898154,256.3868557711529,18.06220869711157,0.2582217194964301,135.2028859447552,-174.71243016987037,0.0019215511588505424,0.23059455445833812,0.7666556709578867,150.0,264.24737503468333,0.2716332682553891
262.8073129969084,false,1.0,8.0,9.687755962901065,0.19634090665127135,0.19634090665127135,0.19665387069385512,-11.675194110560161,false,-25.4785581328357,256.3868557711529,20.338145802029555,0.27046419158189194,149.0023126084788,-184.16862670421557,0.001999802755282637,0.23998050576231109,0.7867894637766599,180.0,264.07213952703074,0.27791991351968376
262.5249626425248,false,1.0,8.0,6.299551710297919,0.19702213297294935,0.19702213297294935,0.19917038804770615,-11.077955582652264,false,-24.31806178522578,256.3868557711529,22.967827999798768,0.28697396588580776,161.4482584775502,-192.0658719730739,0.00201378727833529,0.24165792541802716,0.7986899530821981,210.0,263.8906997134602,0.28049919620234165
262.23175846111315,false,1.0,8.0,2.7811015333577416,0.19573897714003938,0.19573897714003938,0.20056477113056204,-10.384579767240904,false,-23.11691139258693,256.3868557711529,25.92280054001386,0.30642607046674764,172.7750902183127,-198.67310314425737,0.00198748651659958,0.2385032023874401,0.8056269214783968,240.0,263.70289358148915,0.2807958240133391
261.9295130606454,false,1.0,8.0,-0.8458432722554788,0.19317061842507,0.19317061842507,0.2012544143454001,-9.675751997430357,false,-21.882932599749267,256.3868557711529,29.284985471191852,0.3280233823900827,183.1015769771373,-204.1386663046311,0.0019353609970050253,0.23225096182130256,0.8094835982013724,270.0,263.5093045291925,0.27961441957587774
