T_s,boundary_layer_depth,geostrophic_wind,ground_heat_flux,kh_surface,km_surface,max_shear,monin_obukhov_length,near_fold,net_radiation,ri_max,ri_min,sensible_heat_flux,storage,surface_delta,surface_e_xi,surface_wind_speed,t,theta_surface,u_star
278.0,1.0,10.0,23.999999999999996,0.005960172216033373,0.005960172216033373,0.07841720080263981,-0.043610693145947996,false,-38.658704395200004,1.7229549587885036,0.0341853125776047,7.173663279217666,-69.83236767441767,-0.0016849726051179706,0.0001235054494020532,0.07960133000665515,0.0,280.006,0.015401909548250334
277.38678370650604,1.0,10.0,16.641404478072445,0.3032297254299296,0.3032297254299296,0.29134934154120556,-21.715676484845723,false,-35.68050410971722,4.880706701271595,0.13051711264194035,281.5055667275957,-333.82747531538536,0.004820591719534729,0.5784142279642304,1.1350759908900965,60.0,278.9340460795494,0.41484260934703243
276.231900281564,1.0,10.0,2.782803378767767,0.3643895824654736,0.3643895824654736,0.3354570742096608,-25.75774088843187,false,-30.12497640956093,6.69596214950075,0.12876422929648143,399.7142121401263,-432.621991928455,0.006961544426093188,0.8353152599511127,1.3370944856219953,120.0,278.06013683283805,0.49357030974962723
274.80179888355843,1.0,10.0,-14.378413397298798,0.3681053519898962,0.3681053519898962,0.3446374597906045,-21.4618625902821,false,-23.341422228118972,9.695593784334614,0.15649089361993704,510.7681232383109,-519.731132069131,0.007104255572487115,0.8524399962758895,1.3801039800632509,180.0,277.11439825435093,0.5039958637547731
273.1192870506693,1.0,10.0,-34.568555391968395,0.35605709188520224,0.35605709188520224,0.3447220023229899,-16.887386796730663,false,-15.495042405273523,14.884785045206911,0.19727008011842037,619.9112721209775,-600.8377591342826,0.006646782479495739,0.7975452437235412,1.3836667101841351,240.0,276.0210280272767,0.49631861992400006
271.20557972955464,1.0,10.0,-57.53304324534428,0.3372361515709919,0.3372361515709919,0.34202610203219685,-13.215778503906757,false,-6.745033914367809,22.396025850338177,0.24763780267366955,723.8277317200956,-673.0397223891191,0.005962608480036935,0.7154479607468711,1.375649088804783,300.0,274.7828342654251,0.48162153430918486
269.0959771242252,1.0,10.0,-82.84827450929741,0.31442914162483504,0.31442914162483504,0.33861430214609767,-10.43440048658872,false,2.688382245382627,31.90655999131522,0.305727247376963,815.8084782874079,-730.2718215327278,0.005183305034179572,0.6219368011118482,1.3650152303412377,360.0,273.42026077719527,0.4632496989642961
266.8462405564596,1.0,10.0,-109.84511332248506,0.2887776322291625,0.2887776322291625,0.33528922906824976,-8.350966481688637,false,12.506908150351762,41.84794038079367,0.3694328067941581,887.5776488763248,-765.225627403488,0.004371967317977729,0.5245837349913702,1.3552569942135821,420.0,271.9688536551314,0.44236178963095923
264.5338456157824,1.0,10.0,-137.59385261061107,0.2610116615784136,0.2610116615784136,0.33240193025617154,-6.785813052131442,false,22.34337477304382,51.197669180282325,0.43597437796550786,930.9742910366341,-771.0370636529792,0.0035714943209317314,0.4285376564422654,1.3478956894016232,480.0,270.4784988508573,0.41941417091289307
262.2537659547872,1.0,10.0,-164.9548085425538,0.23189420309685163,0.23189420309685163,0.33011644286654646,-5.6008467071495005,false,31.793071683351172,60.27692628679479,0.501926505513062,939.9971031111938,-743.2492228852889,0.0028188641874709354,0.3382376150328148,1.3435486143379962,540.0,269.00969955552637,0.39469047064996954
