T_s,boundary_layer_depth,geostrophic_wind,ground_heat_flux,kh_surface,km_surface,max_shear,monin_obukhov_length,near_fold,net_radiation,ri_max,ri_min,sensible_heat_flux,storage,surface_delta,surface_e_xi,surface_wind_speed,t,theta_surface,u_star
278.0,1.0,10.0,23.999999999999996,0.005960172216033373,0.005960172216033373,0.07841720080263981,-0.043610693145947996,false,-38.658704395200004,0.7741735668530763,0.0341853125776047,7.173663279217666,-69.83236767441767,-0.0016849726051179706,0.0001235054494020532,0.07960133000665515,0.0,280.006,0.015401909548250334
277.83733485450597,1.0,10.0,22.048018254071618,0.16853960819914016,0.16853960819914016,0.21361677962591874,-8.040537213308511,false,-37.8667671845069,2.77784297101518,0.0675733742103456,187.349541461978,-247.2643269005565,0.0014881714568553324,0.1786205363327399,0.8026871254677632,30.0,279.69001054959256,0.2600813080873276
277.3968733874869,1.0,10.0,16.762480649842697,0.29223430995791366,0.29223430995791366,0.2817755966472953,-20.50057783106168,false,-35.72934701348635,3.567734123580481,0.1383652228667992,269.987044206744,-322.478871870073,0.0044772778309333785,0.5372198755926305,1.102295305540522,60.0,278.9366597564319,0.4013281126363328
276.882108782317,1.0,10.0,10.585305387804055,0.3281358584396531,0.3281358584396531,0.30561152132846053,-23.893262862392923,false,-33.24422710987551,4.4120201146039895,0.13409273807966396,318.60817880993767,-362.43771130761723,0.005645117372306481,0.6773509931632969,1.214109074340493,90.0,278.50038248722376,0.44631419613770423
276.3123938490182,1.0,10.0,3.7487261882181424,0.33915958280196506,0.33915958280196506,0.31506650338575054,-23.305290445859107,false,-30.509936354567515,5.530361640092079,0.14185800895428347,362.27355410852397,-396.5322166513096,0.006030824715258246,0.7236335137057445,1.2585770803160055,120.0,278.0926450566041,0.4619840243363896
275.6940125339465,1.0,10.0,-3.6718495926422743,0.340021311126735,0.340021311126735,0.31839189539615864,-21.41105446734114,false,-27.561156704033806,7.169569874426903,0.15584620856553089,403.6828563515189,-427.57216346291045,0.006061512512095173,0.7273158744121653,1.2751734071206138,150.0,277.6727260397452,0.4656104239614363
275.030755797774,1.0,10.0,-11.630930426711755,0.3359294887525192,0.3359294887525192,0.31881759257822934,-19.21558417102166,false,-24.42036460804576,9.57924931923174,0.1737817653990427,443.64373701697053,-456.43317119830454,0.005916487757423994,0.7099137464366065,1.2788913369421557,180.0,277.2318314791839,0.46347454783893155
274.32572508951284,1.0,10.0,-20.091298925845877,0.3291047987051279,0.3291047987051279,0.31779729036289045,-17.08946645052066,false,-21.106577766529767,12.809843737367624,0.19468031213266176,482.2442216345311,-483.25950047521496,0.005678508739610459,0.6813577401981821,1.2762995595713504,210.0,276.7679270037761,0.4582773776001673
273.58208941994263,1.0,10.0,-29.014926960688395,0.3206108109973889,0.3206108109973889,0.31604938177464464,-15.159285505742314,false,-17.63891735676134,16.55244369611478,0.21802163645863537,519.2320265726873,-507.8560169687603,0.005389141857882807,0.6466356845920472,1.270589075624374,240.0,276.2812707365749,0.45131175144258834
272.8034562961879,1.0,10.0,-38.358524445745154,0.31100063380179416,0.31100063380179416,0.3139537936058823,-13.455197267532297,false,-14.038238191288883,20.821740614145394,0.24346335813585132,554.1712591604722,-529.850972906016,0.005070870003733555,0.6084454887631866,1.26343018236554,270.0,275.77328550192544,0.44324236455916494
271.994070042546,1.0,10.0,-48.07115948944784,0.30058211351910047,0.30058211351910047,0.31172186908986793,-11.969609140454033,false,-10.327885217271444,25.506819956488584,0.2707267255751395,586.5206517047086,-548.7773774325321,0.0047367658188199446,0.5683558847828041,1.2557471305295551,300.0,275.24620772985963,0.4344278573826265
271.1589141835928,1.0,10.0,-58.093029796886405,0.2895389978240318,0.2895389978240318,0.30947578364930245,-10.681422033758308,false,-6.533965538039865,30.251265769386666,0.29954515409131804,615.6827248142048,-564.1236605553582,0.004395055377165464,0.5273540517411702,1.2480733361258725,330.0,274.70295447661744,0.4250681727398448
270.30374806940074,1.0,10.0,-68.35502316719112,0.27799116157319703,0.27799116157319703,0.30728826893199235,-9.566185596155366,false,-2.6852999828810766,34.722192931745184,0.32963924093086755,641.0427565645932,-575.3730333802832,0.004051401564996671,0.4861196154713182,1.240726395309239,360.0,274.1470522529872,0.4152776010252304
