case_dir,T_s_min,T_s_max,rad_floor_breach_frac,min_surface_minus_radiative_eq,min_surface_kh,max_surface_energy_closure_error
gabls1,261.197,264.243,0,4.810449184312404,0.008737936512779234,0
idealized_sbl,274.884,278.978,0,5.181771626988905,0.006960172216033373,0
llj_regime,261.137,264.802,0,4.750276995878892,0.008737936512779234,0
collapse_test,274.410,278.588,0,4.707618391841663,0.00397399312464391,0
bistable_dt10,275.193,279.136,0,5.490598588292812,0.006960172216033373,0
bistable_dt60,275.193,279.136,0,5.490598588292812,0.006960172216033373,0
scm_verify,278.000,279.135,0,8.297762809926269,0.013062664594994555,0
